Code,Descirption
27201,Manufacturing of copper sheets
27201,Manufacturing of copper strip
27201,Manufacturing of copper tube fittings
27201,Manufacturing of copper tubes
27201,Manufacturing of copper wires
26999,Manufacturing of cord of asbestos yarn
17233,Manufacturing of cordage of coir
17234,Manufacturing of cordage of jute and coir
17232,Manufacturing of cordage of jute/hemp
17234,Manufacturing of cordage of mesta and coir
20292,Manufacturing of cork
15326,Manufacturing of corn oil
33202,Manufacturing of corrective glasses
21024,Manufacturing of corrugated paper board
24246,Manufacturing of cosmetics
20296,Manufacturing of costume articles of bamboo
20296,Manufacturing of costume articles of cane
17222,Manufacturing of cotton carpets
15511,Manufacturing of country liquor
31904,Manufacturing of couplings (electric equipment/application)
15440,Manufacturing of couscous
15203,Manufacturing of cream (milk)
24242,Manufacturing of cream for footwear
36932,"Manufacturing of cricket bats, stumps and other cricket accessories"
17301,Manufacturing of crocheted cotton textile products
17303,Manufacturing of crocheted synthetic textile products
17309,Manufacturing of crocheted textile products n.e.c.
17302,Manufacturing of crocheted woolen textile products
33125,Manufacturing of cross-talk meters
26922,Manufacturing of crucibles of ceramic refractory
33115,Manufacturing of crutches
17211,Manufacturing of curtains
30007,Manufacturing of curve followers (computer peripherals)
25119,Manufacturing of cushion tyres
17214,Manufacturing of cushions
28999,"Manufacturing of cut lasses, swords, bayonets and similar arms of metal"
28931,Manufacturing of cutlery knife & knife blades of metal
29225,Manufacturing of cut-off machines
31901,Manufacturing of cut-outs (electrical equipment)
35921,Manufacturing of cycle rickshaws
35911,Manufacturing of cycles fitted with an auxiliary engine
15209,Manufacturing of dairy products n.e.c.
30007,Manufacturing of daisy wheel printers
30007,Manufacturing of data entry equipment with visual display
30007,Manufacturing of data entry equipment without visual display
31103,Manufacturing of DC motors or generators
36942,Manufacturing of decoration pieces (wood)
20213,Manufacturing of densified wood
33112,Manufacturing of dental drill engines
24245,Manufacturing of dental fixative pastes and powders
33111,"Manufacturing of desks (based on the use of X-Rays/alpha, beta or gamma rays in medical field)"
30003,Manufacturing of desktop calculating machines
24243,Manufacturing of detergents
28939,Manufacturing of dies of metal
23201,Manufacturing of diesel
35201,Manufacturing of diesel-engine (train locomotive)
32204,Manufacturing of digital electronic exchange apparatus
32105,Manufacturing of diodes
27120,Manufacturing of direct reduced iron (DRI)
29308,Manufacturing of dishwashers
23300,Manufacturing of dispersion of natural uranium
29198,Manufacturing of distilling and rectifying plants
29304,Manufacturing of domestic appliances with self contained electric motors n.e.c.
29308,"Manufacturing of domestic appliances, nec."
29306,Manufacturing of domestic refrigerators
15317,Manufacturing of dough for bread
15317,Manufacturing of dough for cake
35115,Manufacturing of dredges
29222,Manufacturing of drilling machines
28939,Manufacturing of drills of metal
29131,Manufacturing of driving elements
34102,Manufacturing of drop frame lorries
17225,Manufacturing of druggets of cotton/wool/silk
28992,Manufacturing of drums (metal container)
17225,Manufacturing of durries of cotton/wool/silk
24113,Manufacturing of dyeing extracts
24114,Manufacturing of dyes and colouring matter for final use by household consumers
24114,Manufacturing of dyes and colouring matter for final use by industrial consumers
24114,Manufacturing of dyes and colouring matter for final use by institutional consumers
31906,Manufacturing of dynamos for cycles and  motor-cycles
32309,Manufacturing of ear-phone
26911,Manufacturing of earthern statues
26911,Manufacturing of earthware
28133,Manufacturing of economizers (plant) of metal
15499,Manufacturing of egg powder
31907,Manufacturing of electric balls
29305,Manufacturing of electric coffee/tea makers
29305,Manufacturing of electric cookers
31902,Manufacturing of electric defrosters and demisters
31501,Manufacturing of electric filament lamps
29305,Manufacturing of electric hot plates for cooking
29305,Manufacturing of electric irons
31103,Manufacturing of electric motors
29305,Manufacturing of electric ovens
29308,Manufacturing of electric razors
31907,Manufacturing of electric sound apparatus
31902,Manufacturing of electric sound signaling equipment
29305,Manufacturing of electric toasters
35201,Manufacturing of electric train locomotive
31907,Manufacturing of electric visual signaling apparatus
31901,Manufacturing of electrical ignition equipment for spark ignition / compression ignition in internal combustion engine
31909,Manufacturing of electrical mine detonators
31903,"Manufacturing of electrical signaling, safety or traffic control equipment for in land-water ways"
31903,"Manufacturing of electrical signaling, safety or traffic control equipment for motor ways"
31903,"Manufacturing of electrical signaling, safety or traffic control equipment for ports and harbours"
31903,"Manufacturing of electrical signaling, safety or traffic control equipment for railways"
31901,Manufacturing of electrical spark ignition equipment
33122,Manufacturing of electricity supply meters
33112,Manufacturing of electro-cardiographs (ECG)
31904,Manufacturing of electro-magnetic clutches
31904,Manufacturing of electro-magnets
32106,Manufacturing of electronic integrated circuits
30001,Manufacturing of electronic typewriters
29305,Manufacturing of electro-thermic domestic appliances n.e.c.
29305,Manufacturing of electro-thermic hair dressing appliances
24111,Manufacturing of elemental gases
24222,Manufacturing of enamels
35914,Manufacturing of engines of motorcycle
35914,Manufacturing of engines of scooters
35914,Manufacturing of engines of three-wheelers
33209,Manufacturing of enlargers and reducers
23300,Manufacturing of enriched uranium and its compounds
24293,Manufacturing of essential oils
29199,Manufacturing of exhaust hoods for commercial use
29199,Manufacturing of exhaust hoods for industrial use
29199,Manufacturing of exhaust hoods for industrial use
29199,Manufacturing of exhaust hoods for laboratory use
34300,Manufacturing of exhaust pipes for motor vehicles
24292,Manufacturing of explosives
32202,Manufacturing of facsimile radiotelegraphic apparatus and such other apparatus
21016,Manufacturing of false board
20296,Manufacturing of fancy basket of bamboo
20296,Manufacturing of fancy basket of cane
29199,Manufacturing of fans intended for industrial applications
15440,Manufacturing of farinaceous products n.e.c.
29294,Manufacturing of feeders
26999,Manufacturing of felt of asbestos yarn
17229,Manufacturing of felt of textile
20213,Manufacturing of fiber board
21023,Manufacturing of fibre board corrugated containers
26102,Manufacturing of fibre glass
21097,Manufacturing of file board
21097,Manufacturing of file cover
29225,Manufacturing of filling machines
29197,Manufacturing of filtering apparratus (for liquids and gases)
29197,Manufacturing of filtering machinery (for liquids and gases)
29271,Manufacturing of fire arms which fire blank cartridges
29271,Manufacturing of fire arms which fire capture bolts
29271,Manufacturing of fire arms which fire signal flares
28111,Manufacturing of fire escapes of metal
24292,Manufacturing of fire works
29193,Manufacturing of fire-extinguishers
28931,"Manufacturing of fish knives, tongs and other metal articles of use at table or kitchen"
15125,Manufacturing of fish meal
15145,Manufacturing of fish oil
32102,Manufacturing of fixed electrical capacitors (condensers)
36101,Manufacturing of fixtures made of cane and reed
36101,Manufacturing of fixtures made of wood
20293,Manufacturing of fixtures of grass products
20293,Manufacturing of fixtures of reed
36102,Manufacturing of fixtures primarily of metal
36103,Manufacturing of fixtures primarily of plastics
31506,Manufacturing of flash lights
35115,Manufacturing of floating docks
35112,Manufacturing of floating vessels drawn by power for other special purposes
17229,Manufacturing of floor coverings n.e.c. of textile
17229,Manufacturing of floor coverings of other kindred fibres n.e.c.
17229,Manufacturing of floor coverings of sannhemp
30007,"Manufacturing of floppy, disks drive (for computer use)"
20212,Manufacturing of flush doors
35301,Manufacturing of flying balloons
29294,Manufacturing of folders
29304,Manufacturing of food processors
26999,Manufacturing of footwear of asbestos fabric
19202,Manufacturing of footwear of canvas-cum-plastic
19202,Manufacturing of footwear of canvas-cum-rubber
19202,Manufacturing of footwear of plastic
19202,Manufacturing of footwear of plastic & PVC
19202,Manufacturing of footwear of rubber
24236,Manufacturing of fracture bandages
33202,Manufacturing of frames fitted with lenses
29306,Manufacturing of freezers (domestic)
29191,Manufacturing of freezing equipments (commercial purposes)
15134,Manufacturing of fruit juice
15134,Manufacturing of fruit powder
15134,Manufacturing of fruit squashes
15134,Manufacturing of fruit/vegetable concentrates
28996,Manufacturing of fry pans
24211,Manufacturing of fungicides
18203,Manufacturing of fur rugs
29141,"Manufacturing of furnaces (non-electric), for roasting, melting etc of ores/non-metallic minerals"
29142,Manufacturing of furnaces/ovens (electric)
17211,Manufacturing of furnishings
36101,Manufacturing of furniture made of cane and reed
36101,Manufacturing of furniture made of wood
36102,Manufacturing of furniture primarily of metal
36103,Manufacturing of furniture primarily of plastics
29191,"Manufacturing of furniture, to accommodate refrigeration of freezing equipment"
31200,Manufacturing of fuses (electricity distribution / control)
36998,Manufacturing of garland from natural fresh flowers
28121,Manufacturing of gas cylinders of metal
29271,Manufacturing of gas guns
28133,Manufacturing of gas recoverers (plant) of metal
29302,Manufacturing of gas stoves
33122,Manufacturing of gas supply meters
35201,Manufacturing of gas turbine engine (train locomotive)
29119,Manufacturing of gas turbines (prime mover of electric generator)
29199,Manufacturing of gaskets (metal)
33123,Manufacturing of gauges
29223,Manufacturing of gear cutting machines
34300,Manufacturing of gear-boxes for motor vehicles
29131,Manufacturing of gearing elements
29131,Manufacturing of gears
24295,Manufacturing of gelatin and gelatin derivatives
29199,"Manufacturing of general purpose machinery, nec"
31901,"Manufacturing of generators (dynamos, alternators)"
31101,Manufacturing of generators/generating sets
29305,Manufacturing of geysers
15203,Manufacturing of ghee
29261,Manufacturing of ginning machinery & other similar machines
28112,Manufacturing of girders (structural) of iron or steel
26106,Manufacturing of glass bangles
26109,Manufacturing of glass beads
26109,Manufacturing of glass blocks used in construction
26102,Manufacturing of glass boards
26103,Manufacturing of glass bottles
26109,Manufacturing of glass clock
26107,Manufacturing of glass decoration pieces
26101,Manufacturing of glass in primary forms
26101,Manufacturing of glass in semi-manufactured forms
26103,Manufacturing of glass jars
26102,Manufacturing of glass mats
26101,Manufacturing of glass mirror sheets
26109,Manufacturing of glass optical
26109,Manufacturing of glass optical elements (not optically worked)
26101,Manufacturing of glass plates
26101,Manufacturing of glass sheets
26109,Manufacturing of glass watch
26102,Manufacturing of glass wool
26102,Manufacturing of glass yarn
26105,Manufacturing of glassware (kitchen)
26105,Manufacturing of glassware (table)
26107,Manufacturing of glassware used in imitation jewellery
24221,Manufacturing of glazes engobes (used in ceramic enameling or glass industry)
35301,Manufacturing of gliders
31901,Manufacturing of glow plugs
15323,Manufacturing of glucose powder
15323,Manufacturing of glucose syrup
24295,Manufacturing of glues of animal origin
15324,Manufacturing of gluten
24118,Manufacturing of glycerin
36911,Manufacturing of gold articles
36911,Manufacturing of gold jewellery
36911,Manufacturing of gold presentation coins
34105,Manufacturing of golf cars
29253,Manufacturing of grading machinery used by grain milling industry
29253,Manufacturing of grading machinery used by oil mill
30007,Manufacturing of graph plotters (computer peripherals)
31908,Manufacturing of graphite electrodes for electronic purpose
26994,Manufacturing of graphite products (other than electrical articles)
23201,Manufacturing of grease
29224,Manufacturing of grinding machines
15318,Manufacturing of gulabjamun powder
29294,Manufacturing of gummers
15422,Manufacturing of gur from sugarcane
28931,Manufacturing of hair clippers and nail clippers
24247,Manufacturing of hair creams
24247,Manufacturing of hair dyes etc
24247,Manufacturing of hair fixers
24247,Manufacturing of hair oil
36993,Manufacturing of hair slides and similar articles
24247,Manufacturing of hair sprays
36997,"Manufacturing of hand operated mechanical floor sweepers, mops and feather dusters"
35991,Manufacturing of hand-carts
30003,Manufacturing of hand-held calculating machine
30003,Manufacturing of hand-held or desk-top calculating machines n.e.c.
29241,Manufacturing of handling machinery (designed for use underground)
29263,Manufacturing of handlooms
35301,Manufacturing of hang gliders and non-powered air crafts
21016,Manufacturing of hard board
36920,Manufacturing of harmoniums
29212,Manufacturing of harrows
29211,Manufacturing of harvesters
26999,Manufacturing of headgear of asbestos fabric
33115,Manufacturing of hearing aids
29198,Manufacturing of heat exchangers
29271,Manufacturing of heavy weapons
30002,Manufacturing of hectograph or stencil duplicating machines
35303,Manufacturing of helicopter rotors etc.
17232,Manufacturing of hemp rope
24304,Manufacturing of high tenacity Synthetic filament yarn (man-made)
33111,Manufacturing of high tension generators (for use in human/animal medicine)
24116,Manufacturing of higher alcohols
24239,Manufacturing of hina powder
36932,Manufacturing of hockey sticks
29212,Manufacturing of hoes
26103,Manufacturing of hollow glassware (n.e.c)
26103,Manufacturing of hollow glassware for the conveyance or packing of goods
28996,Manufacturing of hollowware/dinnerware/flatware nec of metal
24234,Manufacturing of homeopathic pharmaceutical preparations
29224,Manufacturing of honing machines
35203,Manufacturing of hooks and coupling devices (for railway locomotives)
29305,Manufacturing of hot plates for boiling water
29196,Manufacturing of household and shop scales
29308,Manufacturing of household type laundry equipments
20296,"Manufacturing of household utilities of bamboo, n.e.c."
20296,"Manufacturing of household utilities of cane, n.e.c."
26956,Manufacturing of hume pipes
29301,Manufacturing of hurricane lanterns
32106,Manufacturing of hybrid and electronic micro-assemblies of moulded module
26944,Manufacturing of hydraulic lime
29119,Manufacturing of hydraulic turbines and its regulatory machinery
15141,Manufacturing of hydrogenated oils
15205,Manufacturing of ice-cream
15201,Manufacturing of ice-cream powder
31901,Manufacturing of ignition coils
31901,Manufacturing of ignition magnetos
31506,Manufacturing of illuminated name plates
23201,Manufacturing of illuminating oils
31506,Manufacturing of illuminating signs
32101,Manufacturing of image converters and intensifiers
33209,Manufacturing of image projectors
26911,Manufacturing of imitation porcelain pottery
29305,Manufacturing of immersion water heaters
29142,Manufacturing of incinerators (electric)
31907,Manufacturing of indicator panels
24113,Manufacturing of Indigo
29142,Manufacturing of induction/dielectric furnaces (electric)
29142,Manufacturing of induction/dielectric ovens (electric)
31109,Manufacturing of inductors
29142,Manufacturing of industrial heaters (electric)
24118,Manufacturing of industrial monocarboxilic fatty acids
33130,Manufacturing of industrial process control equipment n.e.c.
31502,Manufacturing of infra-red  lamps
27142,Manufacturing of ingots of semi-finished alloy steel
27141,Manufacturing of ingots of semi-finished non alloy steel
27143,Manufacturing of ingots of semi-finished stainless steel
36991,Manufacturing of ink pads
24112,Manufacturing of inorganic acids
24211,Manufacturing of insecticides
15492,Manufacturing of instant coffee
15499,"Manufacturing of instant food n.e.c., except farinaceous and malted food products"
15491,Manufacturing of instant tea
31300,Manufacturing of insulated strip used in large capacity machines
26957,Manufacturing of insulation boards of other mineral binders
26957,Manufacturing of insulation boards of straw agglomerated with cement
26957,"Manufacturing of insulation boards of vegetable fibre agglomerated with cement, manufacturing"
26957,Manufacturing of insulation boards of vegetable fibre/straw/woodwaste agglomerated with other mineral binders
26957,Manufacturing of insulation boards of wood waste agglomerated with cement
28939,Manufacturing of interchangeable metal tools for hand tools
25119,Manufacturing of interchangeable tyre flaps
25119,Manufacturing of interchangeable tyre treads
29112,Manufacturing of internal combustion engine (not vehicle engine)
35922,"Manufacturing of invalid carriages, mechanically propelled"
35922,"Manufacturing of invalid carriages, whether or not motorized"
15494,Manufacturing of invalid malted - food
29307,Manufacturing of items based on solar energy n.e.c.except cell.
15135,Manufacturing of jams
15135,Manufacturing of jellies
36911,Manufacturing of jewellery other precious metal nec
29199,Manufacturing of joints made of a combination of materials
29199,Manufacturing of joints made of a layers of materials
29304,Manufacturing of juice extractors etc.
31200,Manufacturing of junction boxes (electricity distribution / control)
17232,Manufacturing of jute rope
15147,Manufacturing of kernel (non-defatted) flour
15147,Manufacturing of kernel (non-defatted) meal
36920,Manufacturing of key board pipe organs
36920,Manufacturing of keyboard stringed instruments
15203,Manufacturing of khoya
28997,Manufacturing of kitchen appliance (small and hand operated used in conditioning) of metal
28997,Manufacturing of kitchen appliance (small and hand operated used in preparation) of metal
28997,Manufacturing of kitchen appliance (small and hand operated used in serving food) of metal
17301,Manufacturing of knitted cotton textile products
17303,Manufacturing of knitted synthetic textile products
17309,Manufacturing of knitted textile products n.e.c.
17302,Manufacturing of knitted woolen textile products
29265,Manufacturing of knitting machines
15205,Manufacturing of kulfi
26104,Manufacturing of laboratory glassware
24222,Manufacturing of lacquers
19122,Manufacturing of ladies handbags & purses of leather
26101,Manufacturing of laminated glass
31908,Manufacturing of lamp cartons for electronic purpose
29224,Manufacturing of lapping machines
29221,Manufacturing of lathes
29267,Manufacturing of laundry-type dry-cleaning machines
29267,Manufacturing of laundry-type ironing machines including fusing presses
29267,Manufacturing of laundry-type washing and drying machines
31401,Manufacturing of lead-acid accumulators
33201,Manufacturing of lenses
33121,Manufacturing of level regulators
29151,Manufacturing of lifting and handling equipment
29241,Manufacturing of lifting machinery (designed for use underground)
29212,Manufacturing of light agricultural and forestry machinery and equipment (other than forage press) n.e.c.
29271,Manufacturing of light machine guns
31506,Manufacturing of lighting equipments
23209,Manufacturing of lignite wax
30007,Manufacturing of line printers
24111,Manufacturing of liquid air
24299,Manufacturing of liquids for hydraulic transmission
34102,Manufacturing of lorries with automatic discharging devices
32309,Manufacturing of loudspeakers
23201,Manufacturing of LPG
23201,Manufacturing of lubricating oils
15440,Manufacturing of macaroni
29263,Manufacturing of machine for making braid
29263,Manufacturing of machine for making knotted net
29263,Manufacturing of machine for making special fabrics
29263,Manufacturing of machine for making tulle lace
29253,Manufacturing of machinery chiefly employed by grain milling industry n.e.c.
29253,Manufacturing of machinery chiefly employed for the oil mills n.e.c.
29195,Manufacturing of machinery for aerating beverages
29252,Manufacturing of machinery for chewing tobacco making
29252,Manufacturing of machinery for cigarettes making
29252,Manufacturing of machinery for cigars making
29195,Manufacturing of machinery for cleaning or drying bottles and other containers
29251,Manufacturing of machinery for dairy industry
29253,Manufacturing of machinery for extraction of animal fats
29253,Manufacturing of machinery for extraction of fixed vegetable fats&oils
29251,Manufacturing of machinery for fish processing
29298,Manufacturing of machinery for isotope separators
29198,Manufacturing of machinery for liquefying air or gas
29266,Manufacturing of machinery for making or repairing footwear
29266,Manufacturing of machinery for making or repairing other articles of hides
29266,"Manufacturing of machinery for making or repairing skins, leather or fur skins"
29255,Manufacturing of machinery for manufacture of alcoholic beverages
29254,Manufacturing of machinery for manufacture of bakery products
29231,Manufacturing of machinery for manufacture of casting machines
29254,Manufacturing of machinery for manufacture of confectionery products
29231,Manufacturing of machinery for manufacture of converters
29255,Manufacturing of machinery for manufacture of fruit juice
29231,Manufacturing of machinery for manufacture of ingot moulds
29231,Manufacturing of machinery for manufacture of ladles
29255,Manufacturing of machinery for manufacture of malt liquors
29254,Manufacturing of machinery for manufacture of sugar
29255,Manufacturing of machinery for manufacture of vegetable juice
29251,Manufacturing of machinery for meat processing
29231,Manufacturing of machinery for metallurgy works
29293,Manufacturing of machinery for paper board industry
29293,Manufacturing of machinery for paper industry
29252,Manufacturing of machinery for pipe tobacco making
29251,Manufacturing of machinery for poultry processing
29253,Manufacturing of machinery for preparation of animal fat
29253,Manufacturing of machinery for preparation of fixed vegetable fats & oil
29261,Manufacturing of machinery for preparation of textile fibre upto spinning stage
29266,"Manufacturing of machinery for preparing, tanning or working hides"
29266,"Manufacturing of machinery for preparing, tanning or working leather"
29266,"Manufacturing of machinery for preparing, tanning or working skins"
29252,Manufacturing of machinery for processing of coffee
29252,Manufacturing of machinery for processing of tea
29252,Manufacturing of machinery for processing of tobacco
29255,Manufacturing of machinery for processing of vegetables
29293,Manufacturing of machinery for producing bags
29292,Manufacturing of machinery for producing black board chalk
29293,Manufacturing of machinery for producing boxes
29292,Manufacturing of machinery for producing bricks
29293,Manufacturing of machinery for producing cartons
29293,Manufacturing of machinery for producing envelopes
29292,Manufacturing of machinery for producing foundry moulds etc.
29292,Manufacturing of machinery for producing graphite electrodes
29293,Manufacturing of machinery for producing paper of a given size shape
29292,Manufacturing of machinery for producing pipes
29292,Manufacturing of machinery for producing shaped ceramic paste
29292,Manufacturing of machinery for producing tiles
29293,Manufacturing of machinery for pulp industry
29243,Manufacturing of machinery for similar treating process nec of minerals
29252,Manufacturing of machinery for snuff etc making
29291,Manufacturing of machinery for the manufacture of products of plastics
29291,Manufacturing of machinery for the manufacture of products of rubber
29264,"Manufacturing of machinery for washing, bleaching, dyeing, dressing, finishing, coating or impregnating made up apparel"
29264,"Manufacturing of machinery for washing, bleaching, dyeing, dressing, finishing, coating or impregnating textile fabrics"
29264,"Manufacturing of machinery for washing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns"
29291,Manufacturing of machinery for working rubber
29253,"Manufacturing of machinery to clean, used by grain milling industry"
29253,"Manufacturing of machinery to clean, used by oil mill"
29253,Manufacturing of machinery used for other ground products
29253,Manufacturing of machinery used for production of flour
29253,Manufacturing of machinery used for production of meal
29264,Manufacturing of machines for applying paste to the base fabric /other support in the manufacture of floor coverings nec
29264,Manufacturing of machines for applying paste to the base fabric in linoleum manufacture
29294,Manufacturing of machines for photo-type setting
29294,Manufacturing of machines for production of blocks
29294,Manufacturing of machines for production of cylinders
29298,Manufacturing of machines for production of hot-working of glass or glassware
29294,Manufacturing of machines for production of other printing components
29294,Manufacturing of machines for production of plates
29264,"Manufacturing of machines for reeling, unreeling, folding, cutting or pinking textile fabrics"
30008,"Manufacturing of machines for sorting, wrapping or counting coins"
30007,Manufacturing of machines for transcribing data onto data media and similar machines
29298,Manufacturing of machines to assemble electric or electronic lamps
29298,Manufacturing of machines to assemble tubes or bulbs in glass envelopes
30008,Manufacturing of machines to stuff envelopes/sort mail
30007,Manufacturing of magnetic disk
30007,Manufacturing of magnetic or optical readers
30007,Manufacturing of magnetic tape drive
31901,Manufacturing of magneto-dynamos
15494,Manufacturing of malted foods
15323,Manufacturing of maltose powder
24246,"Manufacturing of manicure preparations etc.,"
30001,Manufacturing of manual typewriters
29212,Manufacturing of manure spreaders
15135,Manufacturing of marmalades
33114,Manufacturing of massage apparatus
24229,Manufacturing of mastics (surfacing preparation)
28112,Manufacturing of masts (structural) of iron or steel
24291,Manufacturing of matches
33123,Manufacturing of mathematical calculating instruments
33123,Manufacturing of measuring rods and tapes
15118,Manufacturing of meat flour
15118,Manufacturing of meat meal
15118,Manufacturing of meat meal offal
29141,Manufacturing of mechanical ash dischargers and similar appliances
29141,Manufacturing of mechanical grates
29141,Manufacturing of mechanical stokers
24236,Manufacturing of medicated wadding
28999,"Manufacturing of metal cable, plaited bands and similar articles"
28111,Manufacturing of metal door
28111,Manufacturing of metal door frame
28939,Manufacturing of metal forges and anvils
28111,Manufacturing of metal gates and similar articles of iron or steel used on buildings
28939,Manufacturing of metal knives and cutting blades for machines
28939,Manufacturing of metal knives and cutting blades for mechanical appliances
28931,Manufacturing of metal ladles/skimmers
28933,Manufacturing of metal locks / padlocks & keys and other hardware for buildings
28933,Manufacturing of metal locks / padlocks & keys and other hardware for furniture
28933,Manufacturing of metal locks / padlocks & keys and other hardware for vehicles
28933,Manufacturing of metal locks / padlocks & keys for other appliances nec
28939,Manufacturing of metal saw & saw blades
28931,Manufacturing of metal spoons/forks
28932,Manufacturing of metal tools of a kind used in agriculture
28932,Manufacturing of metal tools of a kind used in cabinet work or other wood work
28932,Manufacturing of metal tools of a kind used in carpentry
28932,Manufacturing of metal tools of a kind used in forestry
28932,Manufacturing of metal tools of a kind used in horticulture
28932,Manufacturing of metal tools of a kind used in mechanical assembly work
28932,Manufacturing of metal tools of a kind used in other trades
28932,Manufacturing of metal tools of a kind used in sheet metal work
33302,Manufacturing of metal watch straps/watch bracelets
28111,Manufacturing of metal window
28111,Manufacturing of metal window frame
28991,Manufacturing of metallic bolts
28991,Manufacturing of metallic nails
28991,Manufacturing of metallic nuts
28991,Manufacturing of metallic pins
28991,Manufacturing of metallic rivets
28991,Manufacturing of metallic screws
28991,Manufacturing of metallic staples
28991,Manufacturing of metallic tacks
28991,Manufacturing of metallic washers
17297,Manufacturing of metallised yarn or gimped yarn
24116,Manufacturing of methanol
26991,Manufacturing of mica products
23209,Manufacturing of micro-crystalline petroleum wax
33209,Manufacturing of microfilm readers
33123,Manufacturing of micrometers
32309,Manufacturing of microphones
33125,Manufacturing of microscopes (other than optical)
29305,Manufacturing of micro-wave ovens
32101,Manufacturing of microwave tubes
15201,Manufacturing of milk powder
28939,Manufacturing of milling cutters of metal
29223,Manufacturing of milling machines
31909,Manufacturing of mine detectors (electronic equipments)
33201,Manufacturing of mirrors
36998,Manufacturing of miscellaneous decorative articles. n.e.c.
24124,Manufacturing of mixed fertilizers
24111,Manufacturing of mixed industrial gases etc.
23300,Manufacturing of mixture of natural uranium
24139,Manufacturing of mixture of synthetic & natural rubber
29271,Manufacturing of mobile guns
34102,Manufacturing of mobile medical and dental clinic (mounted on trucks)
24134,Manufacturing of modified natural polymer in primary form
33203,Manufacturing of monoculors
32106,Manufacturing of monolithic micro-assemblies
35911,Manufacturing of mopeds
32204,Manufacturing of morse or morse-type keys
32204,Manufacturing of morse-type recorders
29248,Manufacturing of mortar spreaders
17213,Manufacturing of mosquito nets
34103,Manufacturing of motor cars
34201,Manufacturing of motor vehicle bodies to be mounted on chassis
34201,Manufacturing of motor vehicle bodies without chassis
35911,"Manufacturing of motorcycles, whether or not with an attached side car"
35303,Manufacturing of motors and engines of a kind typically found on aircraft
29295,Manufacturing of mould bases
29295,Manufacturing of mould for metals (not of ingot)
29295,Manufacturing of moulding boxes for metal foundry
29295,Manufacturing of moulding patterns
32105,Manufacturing of mounted piezo-electric crystals
36920,Manufacturing of mouth organs and similar instruments
24245,Manufacturing of mouth wash
26922,Manufacturing of muffles of ceramic refractory
24304,Manufacturing of multiple or cabled synthetic filament yarn (man-made)
15136,Manufacturing of murabbas
26993,Manufacturing of natural abrasive products
24134,Manufacturing of natural polymers in primary form
17235,Manufacturing of nets (except mosquito net)
17236,Manufacturing of newar
21013,Manufacturing of newsprint paper
31401,Manufacturing of nickel-cadmium accumulators
31401,Manufacturing of nickel-iron or other accumulators
24121,Manufacturing of nitrates of potassium
24121,Manufacturing of nitric acid
26931,Manufacturing of non-refractory bricks
26933,Manufacturing of non-refractory ceramic flags
26933,Manufacturing of non-refractory ceramic flooring blocks
26932,Manufacturing of non-refractory ceramic guttering
26933,Manufacturing of non-refractory ceramic mosaic cubes
26933,Manufacturing of non-refractory ceramic paving
26932,Manufacturing of non-refractory ceramic pipe fittings
26932,Manufacturing of non-refractory ceramic pipes
26933,Manufacturing of non-refractory ceramic roofing tiles
26933,Manufacturing of non-refractory ceramic wall tiles
26932,Manufacturing of non-refractory conduits of  ceramic
26919,Manufacturing of non-structural ceramic ware  n.e.c.
28991,Manufacturing of non-threaded metallic products nec.
26102,Manufacturing of non-woven glass products n.e.c. like mats and boards of glass
15440,Manufacturing of noodles
19122,Manufacturing of novelties (leather)
26922,Manufacturing of nozzles of ceramic refractory
15147,Manufacturing of oil nut (non-defatted) flour
15147,Manufacturing of oil nut (non-defatted) meal
29301,Manufacturing of oil pressure lamps
29301,Manufacturing of oil stoves
15147,Manufacturing of oilseed (non-defatted) flour
15147,Manufacturing of oilseed (non-defatted) meal
15146,Manufacturing of oleostearin
33201,Manufacturing of ophthalmic lenses
33203,Manufacturing of optical astronomical instruments
31300,Manufacturing of optical fibre cables
33201,Manufacturing of optical fibres
33203,Manufacturing of optical instruments n.e.c.
34102,Manufacturing of ordinary goods vans
34102,Manufacturing of ordinary lorries
34102,Manufacturing of ordinary trucks
24116,Manufacturing of organic acids
24229,Manufacturing of organic composite solvents (surfacing/painting work)
24243,Manufacturing of organic surface-active agents (surfactants) and preparations based thereon
20296,Manufacturing of ornament boxes of bamboo
20296,Manufacturing of ornament boxes of cane
33115,Manufacturing of orthopedic corsets and shoes
33125,Manufacturing of oscilloscopes
29309,Manufacturing of other (non-electric)  domestic appliances n.e.c.
31409,"Manufacturing of other accumulators, n.e.c."
29219,Manufacturing of other agricultural machinery & equipment n.e.c.
24219,Manufacturing of other agro chemical products nec
15149,Manufacturing of other animal fats nec
15149,Manufacturing of other animal oils nec
33116,Manufacturing of other artificial parts of the body
26959,Manufacturing of other asbestos cement products n.e.c.
24121,Manufacturing of other basic chemicals of nitrogenous fertilizer industry
24239,Manufacturing of other botanical products nec
21029,Manufacturing of other boxes of paper board nec
21029,Manufacturing of other boxes of paper n.e.c.
33114,Manufacturing of other breathing appliances and gas masks
26959,Manufacturing of other cement products n.e.c.
26949,"Manufacturing of other cement, n.e.c."
24224,Manufacturing of other colouring matter of a kind used by artists or other painters nec
30009,Manufacturing of other computing machinery
19129,Manufacturing of other consumer goods n.e.c. of leather
19129,Manufacturing of other consumer goods nec of substitute of leather
21029,Manufacturing of other containers of paper board n.e.c.
